name,rating,fields,employee_counts,company_types,ages,locations
Enzen Global Solutions,3.7,Power,201-500 Employees,17 years old,Bangalore +12 more,
Gautam Solar,3.5,Power,51-200 Employees,26 years old,New Delhi +12 more,
Texspin Bearings,4.2,Auto Components,201-500 Employees,62 years old,Ahmedabad +11 more,
Darwinbox,3.5,Software Product,501-1k Employees,Indian Unicorn,8 years old,Hyderabad +9 more
Beri Udyog,3.9,Industrial Machinery,201-500 Employees,45 years old,Karnal +12 more,
Dr Oetker,4.2,Food Processing,201-500 Employees,132 years old,Bielefeld +27 more,
6D Technologies,3.7,Telecom,1k-5k Employees,21 years old,Bangalore/Bengaluru +5 more,
UFO Moviez,3.8,Media & Entertainment,201-500 Employees,Public,18 years old,Mumbai +29 more
ReachLocal Services,2.9,Marketing & Advertising,501-1k Employees,13 years old,Mumbai +5 more,
Gautam Solar,3.5,Power,51-200 Employees,26 years old,New Delhi +12 more,
Eaton Power Quality,4.2,Electronics Manufacturing,5k-10k Employees,112 years old,New Delhi +15 more,
Chandigarh Group of Colleges,3.6,Education & Training,501-1k Employees,22 years old,Mohali +10 more,
Hi Tech Informatics,3.7,IT Services & Consulting,501-1k Employees (Global),33 years old,Bangalore/Bengaluru +37 more,
Galpha Laboratories,4.1,Pharma,1k-5k Employees,37 years old,Mumbai +20 more,
Enzen Global Solutions,3.7,Power,201-500 Employees,17 years old,Bangalore +12 more,
Kalyan Toll Infrastructure,4.3,Engineering & Construction,51-200 Employees,21 years old,Indore +22 more,
Turtle,3.7,Fashion & Textile,51-200 Employees,30 years old,Kolkata +19 more,
Hetero Biopharma,3.6,Pharma,201-500 Employees,14 years old,Hyderabad +5 more,
Shyplite,4.3,Logistics,51-200 Employees,Startup,8 years old,Delhi +2 more
SCM Garments,3.9,Fashion & Textile,501-1k Employees,34 years old,Agartala +10 more,
Bioseed,4.0,Biotechnology,501-1k Employees,31 years old,Hyderabad +35 more,
Wellspring Healthcare,3.7,Healthcare,51-200 Employees,13 years old,Mumbai +17 more,
ANEWA Engineering,3.9,Oil & Gas,201-500 Employees,17 years old,Hyderabad/Secunderabad,
Multiplier Brand Solutions,3.6,Pharma,51-200 Employees,7 years old,Hyderabad/Secunderabad +31 more,
Harsco,3.8,Waste Management,201-500 Employees,170 years old,Camp Hill +11 more,
Bioseed,4.0,Biotechnology,501-1k Employees,31 years old,Hyderabad +35 more,
Black & Veatch,4.3,Engineering & Construction,501-1k Employees,108 years old,Overland Park +11 more,
Rohan Motors,3.8,Automobile,201-500 Employees,35 years old,Noida +13 more,
Parijat Industries (India),3.9,Chemicals,501-1k Employees,28 years old,Delhi/NCR +26 more,
Kapil Chit Funds,4.0,FinTech,10k-50k Employees,42 years old,Hyderabad/Secunderabad +39 more,
JGC Corporation,4.2,Engineering & Construction,5k-10k Employees (Global),95 years old,Kanagawa +13 more,
Rithwik Projects,3.7,Engineering & Construction,1k-5k Employees,24 years old,Hyderabad +30 more,
Azad Engineering,3.4,Engineering & Construction,201-500 Employees,40 years old,Hyderabad +7 more,
GVK Group,4.0,Engineering & Construction,50k-1 Lakh Employees,Public,31 years old,Hyderabad +26 more
D'Decor Home Fabrics,4.1,Fashion & Textile,501-1k Employees,24 years old,Mumbai +18 more,
Butterfly Gandhimathi Appliances,4.3,Consumer Electronics & Appliances,501-1k Employees,Public,37 years old,Chennai +21 more
Affiliated Computer Services,3.5,IT Services & Consulting,11-50 Employees,35 years old,Dallas +12 more,
SCM Garments,3.9,Fashion & Textile,501-1k Employees,34 years old,Agartala +10 more,
Kobelco Construction Equipment India,4.3,Industrial Machinery,201-500 Employees,16 years old,Noida +21 more,
Franco-Indian Pharmaceuticals,3.5,Pharma,201-500 Employees,74 years old,Mumbai +22 more,
Caplin Point Laboratories,4.0,Pharma,501-1k Employees,Public,33 years old,Chennai +5 more
Wellspring Healthcare,3.7,Healthcare,51-200 Employees,13 years old,Mumbai +17 more,
Rithwik Projects,3.7,Engineering & Construction,1k-5k Employees,24 years old,Hyderabad/Secunderabad +30 more,
Azad Engineering,3.4,Engineering & Construction,201-500 Employees,40 years old,Hyderabad/Secunderabad +7 more,
Franco-Indian Pharmaceuticals,3.5,Pharma,201-500 Employees,74 years old,Mumbai +22 more,
TATA MEDICAL CENTER,4.2,Healthcare,51-200 Employees,19 years old,Kolkata +4 more,
Meneta Automotive Components,3.6,Auto Components,201-500 Employees,16 years old,Sonipat +4 more,
Neolite Zkw Lightings,3.5,Auto Components,201-500 Employees,71 years old,Bahadurgarh +8 more,
S.S. Kothari Mehta & Co,3.5,Accounting & Auditing,201-500 Employees,70 years old,New Delhi +5 more,
Simar Infrastructures,4.0,Engineering & Construction,201-500 Employees,Public,25 years old,Panipat +20 more
Tokai Imperial Rubber India,4.0,Industrial Machinery,10k-50k Employees,18 years old,Faridabad +9 more,
Echs Polyclinic,4.1,Healthcare,11-50 Employees,Public,20 years old,New Delhi +64 more
GVK Group,4.0,Engineering & Construction,50k-1 Lakh Employees,Public,31 years old,Hyderabad/Secunderabad +26 more
Kapil Chit Funds,4.0,FinTech,10k-50k Employees,42 years old,Hyderabad/Secunderabad +39 more,
Parijat Industries (India),3.9,Chemicals,501-1k Employees,28 years old,New Delhi +26 more,
Msn Pharmachem,4.1,1k-5k Employees,19 years old,Hyderabad/Secunderabad +3 more,,
Quantzig,4.8,51-200 Employees,Bengaluru/Bangalore +1 more,,,
SYNCHRONIZED SUPPLY SYSTEMS,4.0,Logistics,501-1k Employees,16 years old,Gurgaon/Gurugram +13 more,
Stashfin,4.5,FinTech,11-50 Employees,Startup,7 years old,New Delhi +11 more
Altum Credo Home Finance,3.9,NBFC,501-1k Employees,7 years old,Pune +36 more,
L&T Buildings & Factories,4.6,Engineering & Construction,5k-10k Employees,New Delhi +19 more,,
Advantum Health,3.8,Healthcare,201-500 Employees,27 years old,Hyderabad/Secunderabad +3 more,
Career Point,3.7,Education & Training,501-1k Employees,Public,30 years old,Kota +37 more
Virbac Animal Health,3.8,Pharma,501-1k Employees,55 years old,Fort Worth +43 more,
Galore Networks,2.7,IT Services & Consulting,51-200 Employees,18 years old,Chennai +31 more,
Timex Group India,4.1,Metals & Mining,201-500 Employees,Public,169 years old,Noida +24 more
Manohar Filaments,4.0,Fashion & Textile,201-500 Employees,37 years old,Delhi/NCR +8 more,
Epson,4.4,IT Services & Consulting,201-500 Employees,81 years old,Suwa +40 more,
Lamprell,4.2,Oil & Gas,5k-10k Employees (Global),47 years old,Dubai +6 more,
Daebu Automotive Seat,3.8,Auto Components,201-500 Employees (Global),17 years old,Chennai +4 more,
Bilt Graphic Paper Products,3.7,Pulp & Paper,51-200 Employees,Public,16 years old,Mumbai +9 more
Bekaert Industries,4.1,Electrical Equipment,11-50 Employees,143 years old,Zwevegem +2 more,
CareerNet Technologies,4.0,Bengaluru/Bangalore +11 more,,,,
Privi Organics,3.9,Chemicals,201-500 Employees,Public,41 years old,Mumbai +9 more
Acute Informatics,3.4,IT Services & Consulting,201-500 Employees,18 years old,Ahmedabad +30 more,
Light Microfinance,4.0,NBFC,1k-5k Employees,29 years old,Ahmedabad +54 more,
Hidesign,3.2,Retail,201-500 Employees,45 years old,Pondicherry/Puducherry +23 more,
CQRA,4.2,Engineering & Construction,201-500 Employees,19 years old,Pune +19 more,
Ananth Technologies,3.9,IT Services & Consulting,501-1k Employees,Public,31 years old,Hyderabad/Secunderabad +11 more
Infineon Technologies,4.0,Semiconductors,501-1k Employees,Forbes Global 2000,24 years old,Neubiberg +7 more
Maral Overseas,3.8,Fashion & Textile,1k-5k Employees,Public,32 years old,Delhi/NCR +9 more
Marsh,4.0,Insurance,1k-5k Employees,54 years old,New York +5 more,
Renom Energy Services,4.3,Oil & Gas,501-1k Employees,pune +23 more,,
Liugong India,3.5,Engineering & Construction,201-500 Employees,65 years old,Delhi/NCR +14 more,
Bilt Graphic Paper Products,3.7,Pulp & Paper,51-200 Employees,Public,16 years old,Mumbai +9 more
Lamprell,4.2,Oil & Gas,5k-10k Employees (Global),47 years old,Dubai +6 more,
Daebu Automotive Seat,3.8,Auto Components,201-500 Employees (Global),17 years old,Chennai +4 more,
Premier Energies,4.1,501-1k Employees,Hyderabad/Secunderabad +6 more,,,
MR.DIY,3.5,Retail,51-200 Employees,Gurgaon/Gurugram +35 more,,
VIRTUSA TECHNOLOGIES,3.8,IT Services & Consulting,10k-50k Employees,Gurgaon/Gurugram +8 more,,
VTP Realty,3.7,Real Estate,51-200 Employees,Pune +1 more,,
Capital Finserve,4.6,NBFC,201-500 Employees,16 years old,Salem +3 more,
Khanna Paper Mills,4.1,Pulp & Paper,1k-5k Employees,38 years old,Gurgaon/Gurugram +9 more,
Suminter India Organics,3.8,FMCG,201-500 Employees,19 years old,Mumbai +14 more,
AABSyS IT,3.8,IT Services & Consulting,501-1k Employees,25 years old,Bhubaneswar +5 more,
C.G. Marketing,4.0,Marketing & Advertising,501-1k Employees (Global),9 years old,Pune +20 more,
Modern Automotives,3.7,Automobile,51-200 Employees,18 years old,Gurgaon/Gurugram +14 more,
Anupam Rasayan India,4.0,Chemicals,201-500 Employees,Public,46 years old,Surat +8 more
Botree Software International,3.8,Software Product,501-1k Employees,26 years old,Gurgaon/Gurugram +12 more,
Unique Engineers,3.8,Industrial Machinery,201-500 Employees,33 years old,Gurgaon/Gurugram +25 more,
EFKON INDIA,3.9,IT Services & Consulting,201-500 Employees,22 years old,Gurgaon/Gurugram +18 more,
SSEM,4.0,Industrial Machinery,1k-5k Employees (Global),47 years old,Riyadh +13 more,
Impelsys,3.9,Software Product,501-1k Employees,22 years old,Bangalore/Bengaluru +4 more,
UAE Exchange,4.0,FinTech,1-10 Employees,Public,28 years old,Abu Dhabi +33 more
Macmillan Publishers,4.1,Printing & Publishing,201-500 Employees,131 years old,Chennai +26 more,
Matrix ComSec,3.9,Industrial Machinery,501-1k Employees,32 years old,Vadodara +8 more,
Mazars,3.4,Accounting & Auditing,501-1k Employees,16 years old,Paris +10 more,
Sv Creditline,3.3,NBFC,1k-5k Employees,Public,13 years old,Gurgaon +39 more
Hartek Group,4.0,Engineering & Construction,201-500 Employees,32 years old,Mohali +4 more,
Kiran Foreign Trade,3.5,Software Product,501-1k Employees,16 years old,Mohali +2 more,
AVRA Laboratories,4.0,Pharma,501-1k Employees,28 years old,Hyderabad/Secunderabad +6 more,
Sparsh Hospital,4.0,Healthcare,501-1k Employees,17 years old,Bangalore/Bengaluru +16 more,
KPR Mill,4.0,Fashion & Textile,501-1k Employees,Public,39 years old,Coimbatore +11 more
Jindal Worldwide,3.1,Fashion & Textile,1k-5k Employees,Public,37 years old,Ahmedabad +3 more
Anand CY Myutec Automotive,4.3,Auto Components,201-500 Employees,31 years old,Gurugram +5 more,
C DOT,4.0,Telecom,51-200 Employees,39 years old,Delhi/NCR +9 more,
Nilkamal Furniture,4.0,Furniture & Furnishing,1k-5k Employees,Public,33 years old,Mumbai +52 more
Student Life,4.0,501-1k Employees,5 years old,Kolkata +30 more,,
Groww,3.9,Financial Services,1k-5k Employees,Indian Unicorn,6 years old,Bangalore +5 more
Ziff Davis Performance Marketing,3.8,Marketing & Advertising,1k-5k Employees,18 years old,Austin Texas,
Loconav,3.3,Software Product,501-1k Employees,8 years old,Gurgaon +7 more,
Oswaal Books and Learning Private Limited,4.4,Printing & Publishing,201-500 Employees,39 years old,Agra +4 more,
Aia Engineering,3.9,Industrial Machinery,1k-5k Employees,Public,44 years old,Ahmedabad +3 more
Woodenstreet.com,3.2,Furniture & Furnishing,51-200 Employees,Startup,8 years old,Jaipur +19 more
Godrej Appliances,3.7,Consumer Electronics & Appliances,1k-5k Employees,65 years old,Mumbai +34 more,
Rotostat Services,4.2,Industrial Machinery,51-200 Employees,14 years old,Mumbai +19 more,
Gates,3.9,Industrial Automation,1k-5k Employees,28 years old,Denver +9 more,
Wingreens Farms,3.7,Power,51-200 Employees,12 years old,Delhi +19 more,
Maharaja Agrasen Hospital,3.5,Healthcare,201-500 Employees,32 years old,Delhi/NCR +10 more,
LUX Industries,3.8,Fashion & Textile,1k-5k Employees,Public,66 years old,Kolkata +21 more
Fresher Than Fresh,4.0,Retail,51-200 Employees (Global),Gastonia +27 more,,
Karam Industries,4.2,Engineering & Construction,11-50 Employees,25 years old,Noida +18 more,
Incrementors Web Solutions,4.4,Financial Services,51-200 Employees,19 years old,New Delhi +2 more,
Phoenix Contact,4.2,Industrial Automation,501-1k Employees,100 years old,Blomberg +10 more,
Furlenco,3.4,Internet,201-500 Employees,Startup,11 years old,Bangalore +13 more
99acres,3.9,Internet,1k-5k Employees,Public,18 years old,Noida +20 more
The Indian Express,3.8,Printing & Publishing,1k-5k Employees,91 years old,Noida +20 more,
CIGNEX,4.1,IT Services & Consulting,501-1k Employees,23 years old,Livonia +8 more,
Boston Scientific,4.1,Healthcare,201-500 Employees,Forbes Global 2000,44 years old,Marlborough +13 more
Integra Micro Systems,3.9,Software Product,501-1k Employees,41 years old,Bengaluru +26 more,
Swastika Investmart,3.5,Investment Banking / Venture Capital / Private Equity,501-1k Employees,Public,31 years old,Indore +37 more
Petron Engineering Construction,4.4,Engineering & Construction,501-1k Employees,Public,47 years old,Mumbai +25 more
CIGNEX,4.1,IT Services & Consulting,501-1k Employees,23 years old,Livonia +8 more,
Phoenix Contact,4.2,Industrial Automation,501-1k Employees,100 years old,Blomberg +10 more,
The Indian Express,3.8,Printing & Publishing,1k-5k Employees,91 years old,Noida +20 more,
Flair Writing Instruments,3.9,Other,51-200 Employees,56 years old,Mumbai +31 more,
Gates,3.9,Industrial Automation,1k-5k Employees,28 years old,Denver +9 more,
Weikfield Foods,3.7,Food Processing,501-1k Employees,67 years old,Pune +28 more,
Advantage One Tax Consulting,4.2,Financial Services,201-500 Employees,20 years old,Sterling +4 more,
Rotostat Services,4.2,Industrial Machinery,51-200 Employees,14 years old,Mumbai +19 more,
Cadworks India,4.7,Design,51-200 Employees,12 years old,New Delhi +7 more,
Dealmoney Securities,3.8,Insurance,501-1k Employees,17 years old,Thane +17 more,
St. Joseph's School,4.5,Education & Training,51-200 Employees,23 years old,Greater Noida +46 more,
MARG ERP,3.7,Accounting & Auditing,5k-10k Employees,Public,23 years old,New Delhi +25 more
Automotive Axles,3.9,Auto Components,1k-5k Employees,Public,42 years old,Mysore +5 more
Garware Hi-Tech Films,4.0,Chemicals / Agri Inputs,1k-5k Employees,Public,90 years old,Mumbai +7 more
Hitachi Astemo Rajasthan Brake Systems,4.2,201-500 Employees,Neemrana +8 more,,,
Logicon Facility Management,3.4,Facility Management Services,1k-5k Employees (Global),17 years old,Pune +11 more,
AM Infoweb,3.5,BPO,1k-5k Employees,15 years old,Pune +2 more,
Nahar Industrial Enterprises,4.1,Fashion & Textile,501-1k Employees,Public,40 years old,Ludhiana +10 more
IIT Delhi,4.2,Education & Training,1k-5k Employees (Global),62 years old,New Delhi +6 more,
Lloyd Electric & Engineering,3.7,Industrial Machinery,11-50 Employees,Public,34 years old,Delhi/NCR +33 more
Toyota Financial Services,3.7,Financial Services,201-500 Employees,Public,40 years old,Chandler +27 more
Ginni Filaments,3.7,Fashion & Textile,1k-5k Employees,Public,33 years old,Noida +12 more
Tata Institute of Social Sciences,4.2,Education & Training,201-500 Employees,87 years old,Mumbai +30 more,
Laborate Pharmaceuticals,3.7,Pharma,1k-5k Employees,Public,38 years old,Panipat +24 more
Radiant Polymers,4.5,Auto Components,501-1k Employees,34 years old,New Delhi +10 more,
Essel Mining & Industries,4.3,Metals & Mining,1k-5k Employees,73 years old,Mumbai +14 more,
Swaraj Engines,3.5,Automobile,501-1k Employees,Public,34 years old,Mohali +7 more
BMA Wealth Creators,3.6,Financial Services,5k-10k Employees (Global),18 years old,Kolkata +30 more,
Population Services International (PSI),4.3,Non-Profit,51-200 Employees,53 years old,Washington D.C +34 more,
SpanIdea,3.2,IT Services & Consulting,201-500 Employees,13 years old,MILPITAS +7 more,
Midco,3.9,Telecom,1-10 Employees,92 years old,Sioux Falls +27 more,
Turner Construction,4.2,Engineering & Construction,51-200 Employees,121 years old,New York +15 more,
Integra Global Solutions,3.6,IT Services & Consulting,501-1k Employees,19 years old,Wexford +1 more,
AWC Software,4.0,IT Services & Consulting,201-500 Employees,17 years old,Noida +11 more,
Royal Bank of Scotland International,4.0,Banking,201-500 Employees,296 years old,Edinburgh +7 more,
Supreme Treon,4.1,Auto Components,501-1k Employees,37 years old,Mumbai +23 more,
J Mitra And Co,4.0,Medical Equipment,201-500 Employees,54 years old,Delhi/NCR +15 more,
Al Hassan Engineering Company SAOG,4.4,Engineering & Construction,1k-5k Employees (Global),23 years old,Ruwi +14 more,
Indian School Finance Company,4.6,NBFC,51-200 Employees,29 years old,Hyderabad +38 more,
Maksat Technologies,3.7,Telecom,51-200 Employees,23 years old,New Delhi +27 more,
Tata CLiQ,3.7,Internet,501-1k Employees,7 years old,Mumbai +5 more,
Amnex Infotechnologies,3.7,IT Services & Consulting,501-1k Employees,15 years old,Ahmedabad +16 more,
Biophore India Pharmaceuticals,3.2,Pharma,201-500 Employees,16 years old,Hyderabad/Secunderabad +4 more,
Intech Organics,3.5,Agro Chemicals,201-500 Employees,24 years old,Gurugram +12 more,
Sri Ramachandra University,4.2,Healthcare,501-1k Employees,38 years old,Chennai +5 more,
Crimson Interactive,3.3,Content Development,501-1k Employees,18 years old,New York +3 more,
Adglobal360,3.7,Marketing & Advertising,501-1k Employees,14 years old,Gurgaon/Gurugram +6 more,
Harita Techserv,3.4,Auto Components,51-200 Employees,Public,27 years old,Chennai +7 more
TIL,3.5,Industrial Machinery,1k-5k Employees,Public,79 years old,Kolkata +16 more
Mayfair Hotels & Resorts,4.1,Hospitality,501-1k Employees,Public,41 years old,Bhubaneswar +12 more
